1,000651003214,50
5,000651003214,50
1,012000809965,750
5,012000809965,750
3,021000012534,300
5,021000012534,300
1,023700043849,70
5,023700043849,70
3,024300041303,200
5,024300041303,200
2,024463061095,780
5,024463061095,780
3,029700001414,40
5,029700001414,40
2,036200430736,130
5,036200430736,130
1,036515110187,300
5,036515110187,300
4,039000008006,50
5,039000008006,50
1,044700019887,75
5,044700019887,75
5,046675013518,120
1,049000074154,884
5,049000074154,884
1,050000322909,800
5,050000322909,800
2,054800020010,70
5,054800020010,70
5,070475656095,34
3,072945601369,90
5,072945601369,90
4,073731004197,78
5,073731004197,78
1,074904100005,70
5,074904100005,70
2,075900002454,100
5,075900002454,100
2,076808280081,450
5,076808280081,450
3,077958690492,50
5,077958690492,50
5,078355570110,79
2,080000495242,450
5,080000495242,450
5,085239010969,50
3,085239033272,70
5,085239033272,70
2,085239073407,120
5,085239073407,120
1,085239114261,30
5,085239114261,30
4,085239125809,28
5,085239125809,28
2,085239220900,300
5,085239220900,300
4,085239920374,70
5,085239920374,70
1,130087259200,883
5,130087259200,883
2,130087259200,129
3,130087259200,19
4,130087259200,507
1,170000095000,83
2,170000095000,313
5,170000095000,313
3,170000095000,332
4,170000095000,444
2,214800000003,60
5,214800000003,60
1,253176680000,830
5,253176680000,830
2,253176680000,826
3,253176680000,879
4,253176680000,474
1,253674707083,168
5,253674707083,168
4,253674707083,242
1,278150020500,262
5,278150020500,262
2,278150020500,15
3,278150020500,728
4,278150020500,594
1,366320290600,414
2,366320290600,545
5,366320290600,545
4,366320290600,762
1,413874160000,11
5,413874160000,11
2,413874160000,42
3,413874160000,862
1,415700561700,411
5,415700561700,411
2,415700561700,582
4,415700561700,679
1,466000338400,23
5,466000338400,23
2,466000338400,308
3,466000338400,816
4,466000338400,178
1,544000127700,656
5,544000127700,656
2,544000127700,158
3,544000127700,611
4,544000127700,927
1,613008720850,139
5,613008720850,139
2,613008720850,111
3,613008720850,307
4,613008720850,398
2,689076762779,300
5,689076762779,300
1,706508001200,303
2,706508001200,478
5,706508001200,478
3,706508001200,18
4,706508001200,584
1,714483001400,743
5,714483001400,743
2,714483001400,712
3,714483001400,655
4,714483001400,866
1,721406337760,887
2,721406337760,609
5,721406337760,609
3,721406337760,715
4,721406337760,499
1,734101350600,364
3,734101350600,890
5,734101350600,890
4,734101350600,155
1,762111065407,981
5,762111065407,981
1,763012401480,849
5,763012401480,849
2,763012401480,242
3,763012401480,680
4,763012401480,749
1,766066914300,316
3,766066914300,952
5,766066914300,952
4,766066914300,400
1,780000053100,931
5,780000053100,931
2,780000053100,300
3,780000053100,791
4,780000053100,356
5,818290010735,85
1,842532696300,679
5,842532696300,679
2,842532696300,172
4,842532696300,883
1,881334006476,120
5,881334006476,120
4,888109112523,30
5,888109112523,30
